business_id,date,description,code
FA0003078,20160104,Standard not met: Nonfood contact surfaces clean,33
FA0003082,20151123,Standard not met: Nonfood contact surfaces clean,33
FA0003086,20151123,Standard not met: Nonfood contact surfaces clean,33
FA0003088,20160111,Standard not met: Nonfood contact surfaces clean,33
FA0003090,20160229,Standard not met: Nonfood contact surfaces clean,33
FA0003094,20160111,Standard not met: Nonfood contact surfaces clean,33
FA0003097,20160126,Standard not met: Nonfood contact surfaces clean,33
FA0003098,20151117,Standard not met: Nonfood contact surfaces clean,33
FA0003104,20160209,Standard not met: Nonfood contact surfaces clean,33
FA0003131,20160126,Standard not met: Nonfood contact surfaces clean,33
FA0003132,20151121,Standard not met: Nonfood contact surfaces clean,33
FA0003137,20160217,Standard not met: Nonfood contact surfaces clean,33
FA0003144,20160217,Standard not met: Nonfood contact surfaces clean,33
FA0003148,20151124,Standard not met: Nonfood contact surfaces clean,33
FA0003157,20160112,Standard not met: Nonfood contact surfaces clean,33
FA0003160,20160114,Standard not met: Nonfood contact surfaces clean,33
FA0003161,20160210,Standard not met: Nonfood contact surfaces clean,33
FA0003166,20150915,Standard not met: Nonfood contact surfaces clean,33
FA0003176,20160218,Standard not met: Nonfood contact surfaces clean,33
FA0003180,20151104,Standard not met: Nonfood contact surfaces clean,33
FA0003192,20160126,Standard not met: Nonfood contact surfaces clean,33
FA0003195,20151222,Standard not met: Nonfood contact surfaces clean,33
FA0003196,20160217,Standard not met: Nonfood contact surfaces clean,33
FA0003198,20151005,Standard not met: Nonfood contact surfaces clean,33
FA0003201,20160218,Standard not met: Nonfood contact surfaces clean,33
FA0003202,20151112,Standard not met: Nonfood contact surfaces clean,33
FA0003206,20151217,Standard not met: Nonfood contact surfaces clean,33
FA0003209,20151118,Standard not met: Nonfood contact surfaces clean,33
FA0003215,20160120,Standard not met: Nonfood contact surfaces clean,33
FA0003221,20160121,Standard not met: Nonfood contact surfaces clean,33
FA0003222,20160216,Standard not met: Nonfood contact surfaces clean,33
FA0003230,20160126,Standard not met: Nonfood contact surfaces clean,33
FA0003232,20160208,Standard not met: Nonfood contact surfaces clean,33
FA0003235,20151024,Standard not met: Nonfood contact surfaces clean,33
FA0003235,20160202,Standard not met: Nonfood contact surfaces clean,33
FA0003236,20160125,Standard not met: Nonfood contact surfaces clean,33
FA0003237,20151218,Standard not met: Nonfood contact surfaces clean,33
FA0003238,20160129,Standard not met: Nonfood contact surfaces clean,33
FA0003240,20160113,Standard not met: Nonfood contact surfaces clean,33
FA0003256,20151203,Standard not met: Nonfood contact surfaces clean,33
FA0003260,20151218,Standard not met: Nonfood contact surfaces clean,33
FA0003261,20151119,Standard not met: Nonfood contact surfaces clean,33
FA0003263,20160218,Standard not met: Nonfood contact surfaces clean,33
FA0003269,20160119,Standard not met: Nonfood contact surfaces clean,33
FA0003276,20151123,Standard not met: Nonfood contact surfaces clean,33
FA0003278,20151215,Standard not met: Nonfood contact surfaces clean,33
FA0003280,20151208,Standard not met: Nonfood contact surfaces clean,33
FA0003289,20151027,Standard not met: Nonfood contact surfaces clean,33
FA0003290,20151214,Standard not met: Nonfood contact surfaces clean,33
FA0003292,20160216,Standard not met: Nonfood contact surfaces clean,33
FA0003295,20160224,Standard not met: Nonfood contact surfaces clean,33
FA0003298,20160125,Standard not met: Nonfood contact surfaces clean,33
FA0003299,20151102,Standard not met: Nonfood contact surfaces clean,33
FA0003301,20160114,Standard not met: Nonfood contact surfaces clean,33
FA0003301,20160114,Standard not met: Nonfood contact surfaces clean,33
FA0003301,20160114,Standard not met: Nonfood contact surfaces clean,33
FA0003318,20151117,Standard not met: Nonfood contact surfaces clean,33
FA0003318,20151117,Standard not met: Nonfood contact surfaces clean,33
FA0003319,20160203,Standard not met: Nonfood contact surfaces clean,33
FA0003321,20160226,Standard not met: Nonfood contact surfaces clean,33
FA0003325,20151215,Standard not met: Nonfood contact surfaces clean,33
FA0003340,20151117,Standard not met: Nonfood contact surfaces clean,33
FA0003355,20160223,Standard not met: Nonfood contact surfaces clean,33
FA0003361,20160203,Standard not met: Nonfood contact surfaces clean,33
FA0003362,20160112,Standard not met: Nonfood contact surfaces clean,33
FA0003365,20160203,Standard not met: Nonfood contact surfaces clean,33
FA0003371,20160210,Standard not met: Nonfood contact surfaces clean,33
FA0003372,20160210,Standard not met: Nonfood contact surfaces clean,33
FA0003373,20160212,Standard not met: Nonfood contact surfaces clean,33
FA0003382,20151201,Standard not met: Nonfood contact surfaces clean,33
FA0003386,20160106,Standard not met: Nonfood contact surfaces clean,33
FA0003400,20151104,Standard not met: Nonfood contact surfaces clean,33
FA0003406,20160125,Standard not met: Nonfood contact surfaces clean,33
FA0003408,20160222,Standard not met: Nonfood contact surfaces clean,33
FA0003412,20160112,Standard not met: Nonfood contact surfaces clean,33
FA0003412,20160112,Standard not met: Nonfood contact surfaces clean,33
FA0003412,20160112,Standard not met: Nonfood contact surfaces clean,33
FA0003416,20150929,Standard not met: Nonfood contact surfaces clean,33
FA0003420,20160219,Standard not met: Nonfood contact surfaces clean,33
FA0003422,20160113,Standard not met: Nonfood contact surfaces clean,33
FA0003423,20150922,Standard not met: Nonfood contact surfaces clean,33
FA0003424,20160113,Standard not met: Nonfood contact surfaces clean,33
FA0003425,20160215,Standard not met: Nonfood contact surfaces clean,33
FA0003427,20160113,Standard not met: Nonfood contact surfaces clean,33
FA0003428,20151103,Standard not met: Nonfood contact surfaces clean,33
FA0003431,20151102,Standard not met: Nonfood contact surfaces clean,33
FA0003436,20160129,Standard not met: Nonfood contact surfaces clean,33
FA0003447,20160108,Standard not met: Nonfood contact surfaces clean,33
FA0003447,20160108,Standard not met: Nonfood contact surfaces clean,33
FA0003447,20160108,Standard not met: Nonfood contact surfaces clean,33
FA0003448,20150918,Standard not met: Nonfood contact surfaces clean,33
FA0003455,20151218,Standard not met: Nonfood contact surfaces clean,33
FA0003456,20151222,Standard not met: Nonfood contact surfaces clean,33
FA0003457,20151222,Standard not met: Nonfood contact surfaces clean,33
FA0003458,20151222,Standard not met: Nonfood contact surfaces clean,33
FA0003470,20160105,Standard not met: Nonfood contact surfaces clean,33
FA0003473,20160104,Standard not met: Nonfood contact surfaces clean,33
FA0003482,20160226,Standard not met: Nonfood contact surfaces clean,33
FA0003486,20160111,Standard not met: Nonfood contact surfaces clean,33
FA0003487,20160218,Standard not met: Nonfood contact surfaces clean,33
FA0003500,20151102,Standard not met: Nonfood contact surfaces clean,33
FA0003502,20160226,Standard not met: Nonfood contact surfaces clean,33
FA0003505,20160118,Standard not met: Nonfood contact surfaces clean,33
FA0003505,20160118,Standard not met: Nonfood contact surfaces clean,33
FA0003505,20160112,Standard not met: Nonfood contact surfaces clean,33
FA0003506,20160112,Standard not met: Nonfood contact surfaces clean,33
FA0003507,20160302,Standard not met: Nonfood contact surfaces clean,33
FA0003508,20160302,Standard not met: Nonfood contact surfaces clean,33
FA0003516,20151103,Standard not met: Nonfood contact surfaces clean,33
FA0003517,20160113,Standard not met: Nonfood contact surfaces clean,33
FA0003520,20160219,Standard not met: Nonfood contact surfaces clean,33
FA0003521,20160112,Standard not met: Nonfood contact surfaces clean,33
FA0003524,20151125,Standard not met: Nonfood contact surfaces clean,33
FA0003524,20151125,Standard not met: Nonfood contact surfaces clean,33
FA0003528,20151117,Standard not met: Nonfood contact surfaces clean,33
FA0003531,20160208,Standard not met: Nonfood contact surfaces clean,33
FA0003535,20160225,Standard not met: Nonfood contact surfaces clean,33
FA0003539,20151228,Standard not met: Nonfood contact surfaces clean,33
FA0003539,20151228,Standard not met: Nonfood contact surfaces clean,33
FA0003544,20160107,Standard not met: Nonfood contact surfaces clean,33
FA0003548,20160218,Standard not met: Nonfood contact surfaces clean,33
FA0003549,20160222,Standard not met: Nonfood contact surfaces clean,33
FA0003555,20160128,Standard not met: Nonfood contact surfaces clean,33
FA0003556,20151230,Standard not met: Nonfood contact surfaces clean,33
FA0003557,20151229,Standard not met: Nonfood contact surfaces clean,33
FA0003558,20151223,Standard not met: Nonfood contact surfaces clean,33
FA0003568,20160106,Standard not met: Nonfood contact surfaces clean,33
FA0003569,20160106,Standard not met: Nonfood contact surfaces clean,33
FA0003573,20160223,Standard not met: Nonfood contact surfaces clean,33
FA0003574,20160204,Standard not met: Nonfood contact surfaces clean,33
FA0003578,20150421,Standard not met: Nonfood contact surfaces clean,33
FA0003581,20160219,Standard not met: Nonfood contact surfaces clean,33
FA0003584,20160224,Standard not met: Nonfood contact surfaces clean,33
FA0003586,20160225,Standard not met: Nonfood contact surfaces clean,33
FA0003587,20160224,Standard not met: Nonfood contact surfaces clean,33
FA0003588,20160113,Standard not met: Nonfood contact surfaces clean,33
FA0003591,20160215,Standard not met: Nonfood contact surfaces clean,33
FA0003595,20160129,Standard not met: Nonfood contact surfaces clean,33
FA0003600,20160218,Standard not met: Nonfood contact surfaces clean,33
FA0003601,20160125,Standard not met: Nonfood contact surfaces clean,33
FA0003605,20151222,Standard not met: Nonfood contact surfaces clean,33
FA0003608,20151223,Standard not met: Nonfood contact surfaces clean,33
FA0003608,20151223,Standard not met: Nonfood contact surfaces clean,33
FA0003612,20160302,Standard not met: Nonfood contact surfaces clean,33
FA0003614,20151217,Standard not met: Nonfood contact surfaces clean,33
FA0003615,20160226,Standard not met: Nonfood contact surfaces clean,33
FA0003616,20160219,Standard not met: Nonfood contact surfaces clean,33
FA0003620,20160129,Standard not met: Nonfood contact surfaces clean,33
FA0003621,20151223,Standard not met: Nonfood contact surfaces clean,33
FA0003628,20151208,Standard not met: Nonfood contact surfaces clean,33
FA0003628,20151208,Standard not met: Nonfood contact surfaces clean,33
FA0003630,20151118,Standard not met: Nonfood contact surfaces clean,33
FA0003634,20160211,Standard not met: Nonfood contact surfaces clean,33
FA0003641,20151118,Standard not met: Nonfood contact surfaces clean,33
FA0003652,20151216,Standard not met: Nonfood contact surfaces clean,33
FA0003663,20160105,Standard not met: Nonfood contact surfaces clean,33
FA0003667,20160127,Standard not met: Nonfood contact surfaces clean,33
FA0003669,20151230,Standard not met: Nonfood contact surfaces clean,33
FA0003671,20151023,Standard not met: Nonfood contact surfaces clean,33
FA0003673,20160127,Standard not met: Nonfood contact surfaces clean,33
FA0003674,20151208,Standard not met: Nonfood contact surfaces clean,33
FA0003677,20160205,Standard not met: Nonfood contact surfaces clean,33
FA0003680,20160127,Standard not met: Nonfood contact surfaces clean,33
FA0003680,20160127,Standard not met: Nonfood contact surfaces clean,33
FA0003685,20151208,Standard not met: Nonfood contact surfaces clean,33
FA0003685,20151208,Standard not met: Nonfood contact surfaces clean,33
FA0003686,20160204,Standard not met: Nonfood contact surfaces clean,33
FA0003688,20151120,Standard not met: Nonfood contact surfaces clean,33
FA0003689,20160107,Standard not met: Nonfood contact surfaces clean,33
FA0003692,20160107,Standard not met: Nonfood contact surfaces clean,33
FA0003692,20160107,Standard not met: Nonfood contact surfaces clean,33
FA0003693,20160105,Standard not met: Nonfood contact surfaces clean,33
FA0003695,20160208,Standard not met: Nonfood contact surfaces clean,33
FA0003696,20160216,Standard not met: Nonfood contact surfaces clean,33
FA0003698,20160202,Standard not met: Nonfood contact surfaces clean,33
FA0003711,20151201,Standard not met: Nonfood contact surfaces clean,33
FA0003714,20151230,Standard not met: Nonfood contact surfaces clean,33
FA0003716,20151203,Standard not met: Nonfood contact surfaces clean,33
FA0003718,20140822,Standard not met: Nonfood contact surfaces clean,33
FA0003720,20160218,Standard not met: Nonfood contact surfaces clean,33
FA0003722,20160119,Standard not met: Nonfood contact surfaces clean,33
FA0003729,20160216,Standard not met: Nonfood contact surfaces clean,33
FA0003733,20160219,Standard not met: Nonfood contact surfaces clean,33
FA0003736,20151117,Standard not met: Nonfood contact surfaces clean,33
FA0003751,20160105,Standard not met: Nonfood contact surfaces clean,33
FA0003754,20160115,Standard not met: Nonfood contact surfaces clean,33
FA0003756,20151120,Standard not met: Nonfood contact surfaces clean,33
FA0003758,20151205,Standard not met: Nonfood contact surfaces clean,33
FA0003773,20151221,Standard not met: Nonfood contact surfaces clean,33
FA0003775,20151123,Standard not met: Nonfood contact surfaces clean,33
FA0003785,20160128,Standard not met: Nonfood contact surfaces clean,33
FA0003788,20160113,Standard not met: Nonfood contact surfaces clean,33
FA0003792,20151215,Standard not met: Nonfood contact surfaces clean,33
FA0003795,20160115,Standard not met: Nonfood contact surfaces clean,33
FA0003801,20151230,Standard not met: Nonfood contact surfaces clean,33
FA0003820,20150925,Standard not met: Nonfood contact surfaces clean,33
FA0003824,20151006,Standard not met: Nonfood contact surfaces clean,33
FA0003825,20160129,Standard not met: Nonfood contact surfaces clean,33
FA0003825,20160129,Standard not met: Nonfood contact surfaces clean,33
FA0003829,20160115,Standard not met: Nonfood contact surfaces clean,33
FA0003832,20160129,Standard not met: Nonfood contact surfaces clean,33
FA0003845,20160113,Standard not met: Nonfood contact surfaces clean,33
FA0003846,20160210,Standard not met: Nonfood contact surfaces clean,33
FA0003848,20160115,Standard not met: Nonfood contact surfaces clean,33
FA0003848,20160115,Standard not met: Nonfood contact surfaces clean,33
FA0003850,20160301,Standard not met: Nonfood contact surfaces clean,33
FA0003855,20160208,Standard not met: Nonfood contact surfaces clean,33
FA0003855,20160208,Standard not met: Nonfood contact surfaces clean,33
FA0003855,20160208,Standard not met: Nonfood contact surfaces clean,33
FA0003856,20160112,Standard not met: Nonfood contact surfaces clean,33
FA0003857,20160112,Standard not met: Nonfood contact surfaces clean,33
FA0003861,20160126,Standard not met: Nonfood contact surfaces clean,33
FA0003874,20151106,Standard not met: Nonfood contact surfaces clean,33
FA0003879,20151120,Standard not met: Nonfood contact surfaces clean,33
FA0003880,20160208,Standard not met: Nonfood contact surfaces clean,33
FA0003881,20151026,Standard not met: Nonfood contact surfaces clean,33
FA0003883,20160226,Standard not met: Nonfood contact surfaces clean,33
FA0003884,20151104,Standard not met: Nonfood contact surfaces clean,33
FA0003899,20160128,Standard not met: Nonfood contact surfaces clean,33
FA0003900,20160104,Standard not met: Nonfood contact surfaces clean,33
FA0003904,20151026,Standard not met: Nonfood contact surfaces clean,33
FA0003917,20160204,Standard not met: Nonfood contact surfaces clean,33
FA0003920,20151106,Standard not met: Nonfood contact surfaces clean,33
FA0003922,20160120,Standard not met: Nonfood contact surfaces clean,33
FA0003926,20151028,Standard not met: Nonfood contact surfaces clean,33
FA0003926,20151028,Standard not met: Nonfood contact surfaces clean,33
FA0003930,20160302,Standard not met: Nonfood contact surfaces clean,33
FA0003931,20151023,Standard not met: Nonfood contact surfaces clean,33
FA0003932,20160122,Standard not met: Nonfood contact surfaces clean,33
FA0003933,20160302,Standard not met: Nonfood contact surfaces clean,33
FA0003934,20160222,Standard not met: Nonfood contact surfaces clean,33
FA0003937,20151124,Standard not met: Nonfood contact surfaces clean,33
FA0003938,20151117,Standard not met: Nonfood contact surfaces clean,33
FA0003964,20151230,Standard not met: Nonfood contact surfaces clean,33
FA0003967,20151204,Standard not met: Nonfood contact surfaces clean,33
FA0003971,20160205,Standard not met: Nonfood contact surfaces clean,33
FA0003972,20151029,Standard not met: Nonfood contact surfaces clean,33
FA0003973,20151202,Standard not met: Nonfood contact surfaces clean,33
FA0003977,20160119,Standard not met: Nonfood contact surfaces clean,33
FA0003978,20151104,Standard not met: Nonfood contact surfaces clean,33
FA0003992,20160115,Standard not met: Nonfood contact surfaces clean,33
FA0003995,20160119,Standard not met: Nonfood contact surfaces clean,33
FA0003997,20160121,Standard not met: Nonfood contact surfaces clean,33
FA0003998,20160119,Standard not met: Nonfood contact surfaces clean,33
FA0003999,20160115,Standard not met: Nonfood contact surfaces clean,33
FA0004006,20160129,Standard not met: Nonfood contact surfaces clean,33
FA0004012,20160204,Standard not met: Nonfood contact surfaces clean,33
FA0004018,20160107,Standard not met: Nonfood contact surfaces clean,33
FA0004026,20160113,Standard not met: Nonfood contact surfaces clean,33
FA0004027,20160113,Standard not met: Nonfood contact surfaces clean,33
FA0004029,20160224,Standard not met: Nonfood contact surfaces clean,33
FA0004031,20160128,Standard not met: Nonfood contact surfaces clean,33
FA0004034,20160218,Standard not met: Nonfood contact surfaces clean,33
FA0004038,20151015,Standard not met: Nonfood contact surfaces clean,33
FA0004039,20151208,Standard not met: Nonfood contact surfaces clean,33
FA0004047,20160111,Standard not met: Nonfood contact surfaces clean,33
FA0004049,20160105,Standard not met: Nonfood contact surfaces clean,33
FA0004065,20160128,Standard not met: Nonfood contact surfaces clean,33
FA0004077,20160114,Standard not met: Nonfood contact surfaces clean,33
FA0004079,20160115,Standard not met: Nonfood contact surfaces clean,33
FA0004087,20151229,Standard not met: Nonfood contact surfaces clean,33
FA0004106,20160202,Standard not met: Nonfood contact surfaces clean,33
FA0004107,20160202,Standard not met: Nonfood contact surfaces clean,33
FA0004131,20150923,Standard not met: Nonfood contact surfaces clean,33
FA0004141,20160112,Standard not met: Nonfood contact surfaces clean,33
FA0004142,20151106,Standard not met: Nonfood contact surfaces clean,33
FA0004155,20160208,Standard not met: Nonfood contact surfaces clean,33
FA0004157,20160229,Standard not met: Nonfood contact surfaces clean,33
FA0004164,20151210,Standard not met: Nonfood contact surfaces clean,33
FA0004166,20151123,Standard not met: Nonfood contact surfaces clean,33
FA0004178,20160107,Standard not met: Nonfood contact surfaces clean,33
FA0004178,20160107,Standard not met: Nonfood contact surfaces clean,33
FA0004184,20151230,Standard not met: Nonfood contact surfaces clean,33
FA0004185,20151030,Standard not met: Nonfood contact surfaces clean,33
FA0004185,20160217,Standard not met: Nonfood contact surfaces clean,33
FA0004185,20160217,Standard not met: Nonfood contact surfaces clean,33
FA0004190,20160203,Standard not met: Nonfood contact surfaces clean,33
FA0004193,20160222,Standard not met: Nonfood contact surfaces clean,33
FA0004198,20160119,Standard not met: Nonfood contact surfaces clean,33
FA0004198,20160119,Standard not met: Nonfood contact surfaces clean,33
FA0004199,20151124,Standard not met: Nonfood contact surfaces clean,33
FA0004201,20151130,Standard not met: Nonfood contact surfaces clean,33
FA0004210,20151218,Standard not met: Nonfood contact surfaces clean,33
FA0004216,20151202,Standard not met: Nonfood contact surfaces clean,33
FA0004219,20151214,Standard not met: Nonfood contact surfaces clean,33
FA0004229,20160201,Standard not met: Nonfood contact surfaces clean,33
FA0004231,20151223,Standard not met: Nonfood contact surfaces clean,33
FA0004233,20151207,Standard not met: Nonfood contact surfaces clean,33
FA0004234,20151228,Standard not met: Nonfood contact surfaces clean,33
FA0004238,20160111,Standard not met: Nonfood contact surfaces clean,33
FA0004269,20160120,Standard not met: Nonfood contact surfaces clean,33
FA0004277,20150930,Standard not met: Nonfood contact surfaces clean,33
FA0004278,20151221,Standard not met: Nonfood contact surfaces clean,33
FA0004283,20160222,Standard not met: Nonfood contact surfaces clean,33
FA0004288,20160209,Standard not met: Nonfood contact surfaces clean,33
FA0004292,20160226,Standard not met: Nonfood contact surfaces clean,33
FA0004299,20160212,Standard not met: Nonfood contact surfaces clean,33
FA0004301,20160113,Standard not met: Nonfood contact surfaces clean,33
FA0004311,20150911,Standard not met: Nonfood contact surfaces clean,33
FA0004313,20160301,Standard not met: Nonfood contact surfaces clean,33
FA0004317,20151222,Standard not met: Nonfood contact surfaces clean,33
FA0004320,20160216,Standard not met: Nonfood contact surfaces clean,33
FA0004324,20160301,Standard not met: Nonfood contact surfaces clean,33
FA0004332,20151215,Standard not met: Nonfood contact surfaces clean,33
FA0004333,20160226,Standard not met: Nonfood contact surfaces clean,33
FA0004337,20160104,Standard not met: Nonfood contact surfaces clean,33
FA0004343,20151204,Standard not met: Nonfood contact surfaces clean,33
FA0004345,20160202,Standard not met: Nonfood contact surfaces clean,33
FA0004348,20160210,Standard not met: Nonfood contact surfaces clean,33
FA0004350,20151209,Standard not met: Nonfood contact surfaces clean,33
FA0004352,20151209,Standard not met: Nonfood contact surfaces clean,33
FA0004353,20151120,Standard not met: Nonfood contact surfaces clean,33
FA0004355,20151209,Standard not met: Nonfood contact surfaces clean,33
FA0004357,20160229,Standard not met: Nonfood contact surfaces clean,33
FA0004358,20160301,Standard not met: Nonfood contact surfaces clean,33
FA0004359,20160302,Standard not met: Nonfood contact surfaces clean,33
FA0004361,20151029,Standard not met: Nonfood contact surfaces clean,33
FA0004366,20160216,Standard not met: Nonfood contact surfaces clean,33
FA0004367,20151215,Standard not met: Nonfood contact surfaces clean,33
FA0004367,20151215,Standard not met: Nonfood contact surfaces clean,33
FA0004368,20160211,Standard not met: Nonfood contact surfaces clean,33
FA0004369,20151215,Standard not met: Nonfood contact surfaces clean,33
FA0004370,20160114,Standard not met: Nonfood contact surfaces clean,33
FA0004371,20160302,Standard not met: Nonfood contact surfaces clean,33
FA0004372,20160122,Standard not met: Nonfood contact surfaces clean,33
FA0004375,20160125,Standard not met: Nonfood contact surfaces clean,33
FA0004381,20160107,Standard not met: Nonfood contact surfaces clean,33
FA0004383,20151204,Standard not met: Nonfood contact surfaces clean,33
FA0004391,20151201,Standard not met: Nonfood contact surfaces clean,33
FA0004392,20151118,Standard not met: Nonfood contact surfaces clean,33
FA0004397,20151130,Standard not met: Nonfood contact surfaces clean,33
FA0004400,20160105,Standard not met: Nonfood contact surfaces clean,33
FA0004401,20151202,Standard not met: Nonfood contact surfaces clean,33
FA0004407,20151102,Standard not met: Nonfood contact surfaces clean,33
FA0004407,20151105,Standard not met: Nonfood contact surfaces clean,33
FA0004407,20151105,Standard not met: Nonfood contact surfaces clean,33
FA0004407,20151105,Standard not met: Nonfood contact surfaces clean,33
FA0004421,20160209,Standard not met: Nonfood contact surfaces clean,33
FA0004429,20151112,Standard not met: Nonfood contact surfaces clean,33
FA0004429,20151112,Standard not met: Nonfood contact surfaces clean,33
FA0004429,20151112,Standard not met: Nonfood contact surfaces clean,33
FA0004448,20151030,Standard not met: Nonfood contact surfaces clean,33
FA0004457,20160205,Standard not met: Nonfood contact surfaces clean,33
FA0004463,20160302,Standard not met: Nonfood contact surfaces clean,33
FA0004479,20160203,Standard not met: Nonfood contact surfaces clean,33
FA0004481,20160129,Standard not met: Nonfood contact surfaces clean,33
FA0004482,20151204,Standard not met: Nonfood contact surfaces clean,33
FA0004485,20160203,Standard not met: Nonfood contact surfaces clean,33
FA0004487,20151208,Standard not met: Nonfood contact surfaces clean,33
FA0004490,20160114,Standard not met: Nonfood contact surfaces clean,33
FA0004495,20160302,Standard not met: Nonfood contact surfaces clean,33
FA0004496,20150910,Standard not met: Nonfood contact surfaces clean,33
FA0004498,20160218,Standard not met: Nonfood contact surfaces clean,33
FA0004499,20160218,Standard not met: Nonfood contact surfaces clean,33
FA0004502,20151215,Standard not met: Nonfood contact surfaces clean,33
FA0004510,20151223,Standard not met: Nonfood contact surfaces clean,33
FA0004511,20151116,Standard not met: Nonfood contact surfaces clean,33
FA0004523,20151201,Standard not met: Nonfood contact surfaces clean,33
FA0004536,20160114,Standard not met: Nonfood contact surfaces clean,33
FA0004537,20151204,Standard not met: Nonfood contact surfaces clean,33
FA0004539,20151215,Standard not met: Nonfood contact surfaces clean,33
FA0004541,20151209,Standard not met: Nonfood contact surfaces clean,33
FA0004542,20151215,Standard not met: Nonfood contact surfaces clean,33
FA0004545,20160114,Standard not met: Nonfood contact surfaces clean,33
FA0004548,20160125,Standard not met: Nonfood contact surfaces clean,33
FA0004551,20151222,Standard not met: Nonfood contact surfaces clean,33
FA0004554,20160226,Standard not met: Nonfood contact surfaces clean,33
FA0004560,20160114,Standard not met: Nonfood contact surfaces clean,33
FA0004563,20151230,Standard not met: Nonfood contact surfaces clean,33
FA0004567,20160107,Standard not met: Nonfood contact surfaces clean,33
FA0004568,20160113,Standard not met: Nonfood contact surfaces clean,33
FA0004598,20160120,Standard not met: Nonfood contact surfaces clean,33
FA0004624,20160106,Standard not met: Nonfood contact surfaces clean,33
FA0004625,20160204,Standard not met: Nonfood contact surfaces clean,33
FA0004633,20160107,Standard not met: Nonfood contact surfaces clean,33
FA0004639,20151102,Standard not met: Nonfood contact surfaces clean,33
FA0004647,20151230,Standard not met: Nonfood contact surfaces clean,33
FA0004650,20151228,Standard not met: Nonfood contact surfaces clean,33
FA0004654,20160211,Standard not met: Nonfood contact surfaces clean,33
FA0004655,20160301,Standard not met: Nonfood contact surfaces clean,33
FA0004657,20160107,Standard not met: Nonfood contact surfaces clean,33
FA0004658,20160223,Standard not met: Nonfood contact surfaces clean,33
FA0004660,20160122,Standard not met: Nonfood contact surfaces clean,33
FA0004660,20150925,Standard not met: Nonfood contact surfaces clean,33
FA0004661,20151211,Standard not met: Nonfood contact surfaces clean,33
FA0004662,20160112,Standard not met: Nonfood contact surfaces clean,33
FA0004680,20160301,Standard not met: Nonfood contact surfaces clean,33
FA0004686,20160204,Standard not met: Nonfood contact surfaces clean,33
FA0004688,20151228,Standard not met: Nonfood contact surfaces clean,33
FA0004690,20160128,Standard not met: Nonfood contact surfaces clean,33
FA0004723,20160112,Standard not met: Nonfood contact surfaces clean,33
FA0004727,20160217,Standard not met: Nonfood contact surfaces clean,33
FA0004727,20160217,Standard not met: Nonfood contact surfaces clean,33
FA0004741,20151016,Standard not met: Nonfood contact surfaces clean,33
FA0004742,20160104,Standard not met: Nonfood contact surfaces clean,33
FA0004750,20151229,Standard not met: Nonfood contact surfaces clean,33
FA0004752,20151026,Standard not met: Nonfood contact surfaces clean,33
FA0004763,20160111,Standard not met: Nonfood contact surfaces clean,33
FA0004765,20160107,Standard not met: Nonfood contact surfaces clean,33
FA0004783,20160302,Standard not met: Nonfood contact surfaces clean,33
FA0004785,20160126,Standard not met: Nonfood contact surfaces clean,33
FA0004789,20151105,Standard not met: Nonfood contact surfaces clean,33
FA0004800,20160204,Standard not met: Nonfood contact surfaces clean,33
FA0004805,20160112,Standard not met: Nonfood contact surfaces clean,33
FA0004806,20160218,Standard not met: Nonfood contact surfaces clean,33
FA0004806,20150817,Standard not met: Nonfood contact surfaces clean,33
FA0004808,20151214,Standard not met: Nonfood contact surfaces clean,33
FA0004809,20160107,Standard not met: Nonfood contact surfaces clean,33
FA0004811,20160302,Standard not met: Nonfood contact surfaces clean,33
FA0004815,20160119,Standard not met: Nonfood contact surfaces clean,33
FA0004820,20151210,Standard not met: Nonfood contact surfaces clean,33
FA0004822,20160121,Standard not met: Nonfood contact surfaces clean,33
FA0004824,20160113,Standard not met: Nonfood contact surfaces clean,33
FA0004827,20160205,Standard not met: Nonfood contact surfaces clean,33
FA0004828,20160219,Standard not met: Nonfood contact surfaces clean,33
FA0004828,20151028,Standard not met: Nonfood contact surfaces clean,33
FA0004828,20160219,Standard not met: Nonfood contact surfaces clean,33
FA0004834,20151028,Standard not met: Nonfood contact surfaces clean,33
FA0004837,20160210,Standard not met: Nonfood contact surfaces clean,33
FA0004840,20160112,Standard not met: Nonfood contact surfaces clean,33
FA0004840,20160222,Standard not met: Nonfood contact surfaces clean,33
FA0004841,20151214,Standard not met: Nonfood contact surfaces clean,33
FA0004855,20160108,Standard not met: Nonfood contact surfaces clean,33
FA0004856,20151203,Standard not met: Nonfood contact surfaces clean,33
FA0004857,20160219,Standard not met: Nonfood contact surfaces clean,33
FA0004858,20160201,Standard not met: Nonfood contact surfaces clean,33
FA0004859,20160120,Standard not met: Nonfood contact surfaces clean,33
FA0004861,20151221,Standard not met: Nonfood contact surfaces clean,33
FA0004862,20141024,Standard not met: Nonfood contact surfaces clean,33
FA0004866,20151113,Standard not met: Nonfood contact surfaces clean,33
FA0004868,20151109,Standard not met: Nonfood contact surfaces clean,33
FA0004869,20151203,Standard not met: Nonfood contact surfaces clean,33
FA0004870,20151221,Standard not met: Nonfood contact surfaces clean,33
FA0004871,20160216,Standard not met: Nonfood contact surfaces clean,33
FA0004873,20150928,Standard not met: Nonfood contact surfaces clean,33
FA0004875,20160122,Standard not met: Nonfood contact surfaces clean,33
FA0004877,20150922,Standard not met: Nonfood contact surfaces clean,33
